"Molecule ChEMBL ID","Smiles","Standard Type","Standard Relation","Standard Value","Standard Units","Target ChEMBL ID","Energy","SlogP","SMR","LabuteASA","TPSA","AMW","ExactMW","NumLipinskiHBA","NumLipinskiHBD","NumRotatableBonds","NumHBD","NumHBA","NumAmideBonds","NumHeteroAtoms","NumHeavyAtoms","NumAtoms","NumStereocenters","NumUnspecifiedStereocenters","NumRings","NumAromaticRings","NumSaturatedRings","NumAliphaticRings","NumAromaticHeterocycles","NumSaturatedHeterocycles","NumAliphaticHeterocycles","NumAromaticCarbocycles","NumSaturatedCarbocycles","NumAliphaticCarbocycles","FractionCSP3","Chi0v","Chi1v","Chi2v","Chi3v","Chi4v","Chi1n","Chi2n","Chi3n","Chi4n","HallKierAlpha","kappa1","kappa2","kappa3","slogp_VSA1","slogp_VSA2","slogp_VSA3","slogp_VSA4","slogp_VSA5","slogp_VSA6","slogp_VSA7","slogp_VSA8","slogp_VSA9","slogp_VSA10","slogp_VSA11","slogp_VSA12","smr_VSA1","smr_VSA2","smr_VSA3","smr_VSA4","smr_VSA5","smr_VSA6","smr_VSA7","smr_VSA8","smr_VSA9","smr_VSA10","peoe_VSA1","peoe_VSA2","peoe_VSA3","peoe_VSA4","peoe_VSA5","peoe_VSA6","peoe_VSA7","peoe_VSA8","peoe_VSA9","peoe_VSA10","peoe_VSA11","peoe_VSA12","peoe_VSA13","peoe_VSA14","MQN1","MQN2","MQN3","MQN4","MQN5","MQN6","MQN7","MQN8","MQN9","MQN10","MQN11","MQN12","MQN13","MQN14","MQN15","MQN16","MQN17","MQN18","MQN19","MQN20","MQN21","MQN22","MQN23","MQN24","MQN25","MQN26","MQN27","MQN28","MQN29","MQN30","MQN31","MQN32","MQN33","MQN34","MQN35","MQN36","MQN37","MQN38","MQN39","MQN40","MQN41","MQN42"
"CHEMBL201675","Cc1cc(S(=O)(=O)N[C@@H](C(=O)NO)C2CC2)ccc1F","IC50","'='",730,"nM","CHEMBL4372",27.95093114588954,0.6964199999999999,67.89970000000001,136.82839569174362,95.5,302.3269999999997,302.0736561800004,6,3,7,3,4,1,8,20,35,1,0,2,1,1,1,0,0,0,1,1,1,0.4166666666666667,10.130129697256185,6.182989156272519,4.8704614255134535,3.1284739170207843,1.9651721437098426,12.045601308935659,3.3295062695582205,1.9855097753678972,1.0531001692777489,-1.51,4.754776870037922,5.4686682176174335,3.1413150315738245,10.188240961137378,25.552403003073884,14.817828337479405,18.563070643704652,34.7584039683984,23.02273959850766,4.254883813889036,0,0,4.39041504767482,0,0,43.51626952505107,0,10.188240961137378,5.893957685363079,30.51111786382186,0,29.507928455732774,0,0,15.930470882759089,0,10.00407100511562,18.281333379407002,4.715119613734132,0,0,49.1824072200044,10.96606844936176,10.378517700198655,13.246955387723741,1.4118420783282006,11.454490810640218,5.907179729351506,0,12,1,0,0,0,1,0,2,0,4,0,20,24,3,0,6,3,0,7,10,6,0,0,0,0,4,1,3,3,0,6,3,1,0,0,1,0,0,0,0,0,0
"CHEMBL386663","O=C(O)/C(=C/c1ccc(-c2ccc(Br)cc2)o1)c1ccccc1","IC50","'='",16500,"nM","CHEMBL4372",31.724060783330977,5.334300000000003,93.79280000000001,159.91973432489732,50.44,369.21399999999994,368.0048063760003,3,1,4,1,3,0,4,23,36,0,0,3,3,0,0,1,0,0,2,0,0,0,12.68870588351552,6.798477086989692,4.779748347707059,2.9043937250347605,1.7500710077493118,12.413727107896204,3.9867500781497074,2.5078945902560847,1.551821440359974,-2.589999999999999,6.13256587435313,6.668025309650501,3.6028433262107202,0,11.078113479059063,4.794537184071822,0,27.772801584614072,75.35647623718202,0,24.380074843908908,0,0,0,15.929943897949348,30.769598986275017,1.4311996572326342,0,0,0,0,82.26302421070011,0,11.323698910571437,33.52442546200603,9.52595912816056,0,4.794537184071822,0,0,58.22687485159241,35.78519806838574,10.03617100752941,22.022207204111904,11.520494837748885,0,0,1.4311996572326342,5.969305287951849,19,0,0,1,0,0,0,0,0,2,1,23,19,2,0,9,8,0,4,6,3,0,0,0,0,2,1,3,0,1,16,0,0,0,1,2,0,0,0,0,0,0
"CHEMBL200022","O=C(O)CCN1C(=O)/C(=C/c2ccc(-c3ccc(Cl)cc3)o2)SC1=S","IC50","'='",1700,"nM","CHEMBL4372",-41.4595740860469,4.275900000000002,101.28580000000002,174.75057158678024,70.75,393.8729999999999,392.9896275440003,5,1,5,1,6,1,8,25,37,0,0,3,2,1,1,1,1,1,1,0,0,0.11764705882352941,14.163589919166272,7.845505136010821,6.208361922116234,4.040906243024806,2.7786548920575016,12.151044082073867,4.186209975074434,2.5813485645004635,1.5888204242261692,-2.0899999999999985,8.072754658666163,7.428816534513672,4.120693495048056,0,32.70259670913596,9.589074368143644,0,27.211516438076238,45.57679969692317,5.022633313741326,18.80697031383964,0,0,0,35.580698282670326,34.193377614176626,1.4311996572326342,4.899909730850478,0,6.372924901329379,6.496859684315945,51.942529492485576,0,11.323698910571437,57.82978913156822,9.52595912816056,14.48898409899412,0,0,0,35.580698282670326,36.25451224597977,25.876533348130273,23.614888420751402,15.841028923307857,0,0,7.33837938658414,5.969305287951849,17,0,1,0,0,2,0,0,1,3,1,25,19,4,0,11,5,0,5,9,5,0,0,0,0,4,1,2,2,2,14,0,0,0,2,1,0,0,0,0,0,0
"CHEMBL1161810","Cc1cc(S(=O)(=O)N[C@H](CCNC(=O)[C@H](C)N)C(=O)NO)ccc1F","IC50","'='",59,"nM","CHEMBL4372",17.08033722940608,-0.8600799999999971,86.45180000000002,174.21937895245244,150.62,376.4099999999997,376.1216689920006,9,6,12,5,6,2,11,25,46,2,0,1,1,0,0,0,0,0,1,0,0,0.42857142857142855,12.432805178719965,7.0579336947543885,5.247827585421892,3.175997144558778,1.8782139288158344,15.762186633917402,3.706872429466662,2.0330330029058925,1.011785500842505,-2.0799999999999996,5.7091446942777235,8.852058128324643,6.048985739464831,21.21777129015203,43.97433488509098,19.612365521551226,12.669112958341575,39.34964685287537,23.02273959850766,8.490410048873638,0,0,4.39041504767482,0,0,56.65860861261816,0,15.498054314425755,5.719716975726273,37.0079775481378,6.496859684315945,29.507928455732774,0,0,21.837650612110593,11.029530329014648,14.79860818918744,18.281333379407002,4.715119613734132,0,0,43.767416750607616,20.204445246018143,17.76716872471852,16.070639544380143,2.8236841566564013,17.361670539991724,5.907179729351506,0,14,1,0,0,0,1,0,4,0,5,0,25,36,4,0,3,3,0,12,14,9,0,0,0,0,5,1,6,7,0,6,0,0,0,0,1,0,0,0,0,0,0
"CHEMBL3098980","Cc1cc(N)c2cc(NC(=O)Nc3ccc(F)cc3)ccc2n1","IC50","'='",95000,"nM","CHEMBL4372",-12.902306736015015,3.908520000000001,89.93380000000002,153.1931506657052,80.03999999999999,310.33199999999977,310.12298932000044,5,4,4,3,3,2,6,23,38,0,0,3,3,0,0,1,0,0,2,0,0,0.058823529411764705,11.075067145472923,5.958353965986399,4.050000607714533,2.4729105004822354,1.5781030452936176,13.247208347986232,4.050000607714533,2.4729105004822354,1.5781030452936176,-3.149999999999999,5.194075232570343,5.920643642072214,3.370190992256093,16.339343682303024,11.01509303328528,0,12.669112958341575,20.772272112720877,48.33934966130636,5.6473683133128025,10.902924932081056,0,26.247111055797326,0,0,29.910664662931854,0,4.9839785209472085,0,6.851892117295679,16.339343682303024,59.85049849720072,0,0,33.99619826846981,16.339343682303024,4.9839785209472085,9.184952231746642,0,0,0,55.19124177860204,32.2545867018746,16.48276916697802,5.817220841045895,5.6473683133128025,0,0,6.031114512338072,17,1,0,0,0,0,0,3,1,1,0,23,22,1,0,9,8,0,4,6,5,0,0,0,0,2,0,4,1,1,15,0,0,0,0,3,0,0,0,0,2,1
"CHEMBL1161813","Cc1cc(S(=O)(=O)N[C@H](CCCN=C(N)N)C(=O)NO)ccc1F","IC50","'='",1700,"nM","CHEMBL4372",-131.96058281076498,-0.6599799999999978,85.08650000000002,167.0313518693474,159.89999999999998,361.3989999999997,361.12200334000056,9,7,10,5,5,1,11,24,44,1,0,1,1,0,0,0,0,0,1,0,0,0.38461538461538464,11.971770483756059,6.827416347272436,5.019068223263431,3.0343756164582785,1.8586913058677053,14.978882881935409,3.4781130673082,1.891411474805392,0.9922628778943756,-2.2399999999999993,5.377650944642623,8.566996065009361,5.7556327193803725,21.627674912589924,38.00881725613367,14.817828337479405,12.669112958341575,36.12916252456862,28.01514433114333,9.902252127201837,0,0,4.39041504767482,0,0,50.534396394534085,0,10.188240961137378,16.431838684088213,30.51111786382186,6.496859684315945,29.507928455732774,0,0,21.890025451502925,11.439433951452546,14.996475737751288,18.281333379407002,4.715119613734132,0,0,43.28844953464132,16.092169577507484,13.120034812539094,13.246955387723741,13.01876496038484,11.454490810640218,5.907179729351506,0,13,1,0,0,0,1,0,5,0,4,0,24,34,4,0,3,3,0,10,13,9,0,0,0,0,4,2,6,6,0,6,0,0,0,0,1,0,0,0,0,0,0
"CHEMBL201968","CC(C)[C@@H](NS(=O)(=O)c1ccc(F)cc1)C(=O)NO","IC50","'='",290,"nM","CHEMBL4372",5.418746945704636,0.6340000000000001,65.27670000000002,131.46928473087624,95.5,290.3159999999997,290.0736561800004,6,3,8,3,4,1,8,19,34,1,0,1,1,0,0,0,0,0,1,0,0,0.36363636363636365,9.630129697256185,5.682989156272519,4.370461425513453,2.7062283578946325,1.6764738898103742,11.545601308935659,2.8295062695582196,1.5632642162417432,0.8154329516862622,-1.5100000000000002,4.505382814003142,6.089530643098678,3.9811439538274773,10.188240961137378,25.552403003073884,14.817828337479405,11.711178526408974,30.152886908633995,29.065158306170954,4.254883813889036,0,0,4.39041504767482,0,0,43.516269525051065,0,10.188240961137378,5.893957685363079,24.61716017845878,0,29.986895671699074,0,0,15.930470882759089,0,10.00407100511562,18.281333379407002,4.715119613734132,0,13.703784234591359,30.063632516016256,9.59530989319154,11.749276256368875,13.246955387723741,1.4118420783282006,11.454490810640218,5.907179729351506,0,11,1,0,0,0,1,0,2,0,4,0,19,25,3,0,3,3,0,8,10,6,0,0,0,0,4,1,3,5,0,6,0,0,0,0,1,0,0,0,0,0,0
"CHEMBL560426","Cc1cc(C)n(-c2ccc(S(=O)(=O)Nc3sccc3-c3nc4ccccc4s3)cc2)n1","IC50","'='",11000,"nM","CHEMBL4372",39.53578027761123,5.628140000000004,126.77950000000001,212.78000618822986,76.88,466.61299999999994,466.0591888160006,6,1,7,1,7,0,9,31,49,0,0,5,5,0,0,3,0,0,2,0,0,0.09090909090909091,17.279585577102328,11.151225522484012,9.019099602873169,6.648094524757969,5.043541133360253,17.02538262732788,5.6841270586243064,3.708381835960937,2.3995986126542004,-3.0099999999999993,8.159102594273607,7.5962730057969114,3.7559122846670157,4.715119613734132,23.18226024872237,10.023291153407584,13.703784234591359,34.69075144459066,70.67578496181832,1.4118420783282006,26.475082097318683,0,5.001081976687867,0,22.673571755869474,33.13253451755087,0,14.76446326439343,0,18.59926771010913,4.715119613734132,77.16815747599748,0,16.258461463233324,47.91456552005029,0,4.715119613734132,18.08357844042133,5.098681808301038,22.673571755869474,12.08483741532659,67.39924830556532,19.481930823566774,41.5717624970076,10.008705673540632,1.4118420783282006,0,10.023291153407584,0,22,0,0,0,0,3,0,1,3,2,0,31,25,2,0,13,13,0,7,8,6,0,0,0,0,2,0,1,3,4,21,0,0,0,3,2,0,0,0,0,2,1
"CHEMBL560965","Cc1ccc(S(=O)(=O)Nc2scc(C)c2-c2nc3ccccc3s2)cc1[N+](=O)[O-]","IC50","'='",48000,"nM","CHEMBL4372",35.632598585139306,5.350640000000003,116.31190000000002,195.55374274720134,102.2,445.5469999999999,445.02246896000037,7,1,7,1,7,0,10,29,44,0,0,4,4,0,0,2,0,0,2,0,0,0.10526315789473684,16.148868562530094,10.369160298654165,8.54219239358327,6.4292533223295,4.989170807779381,14.743317403498033,5.207219849334407,3.3874785609165015,2.146491631690617,-2.8200000000000003,8.504125695921516,7.212334583754402,3.61462829366151,4.715119613734132,18.325086554093815,10.023291153407584,23.818102503356933,30.317522769777067,52.54852883882844,1.4118420783282006,20.787695822635122,0,10.688468251371429,0,22.673571755869474,33.943569897857884,0,4.9839785209472085,0,18.599267710109135,4.715119613734132,68.89426661547023,0,10.571075188549761,53.60195179473385,0,14.829437882499704,13.401775505276145,0,22.673571755869474,18.127256122989884,42.750606258945844,25.393873028078602,31.001483607782564,10.008705673540632,1.4118420783282006,0,15.710677428091145,0,19,0,0,0,0,3,0,2,1,4,0,29,23,3,0,11,10,0,7,12,7,0,0,1,1,4,0,2,3,3,17,0,0,0,2,2,0,0,0,0,2,1
"CHEMBL565138","Cc1csc(NS(=O)(=O)c2cccc(OC(F)(F)F)c2)c1-c1nc2ccccc2s1","IC50","'='",11000,"nM","CHEMBL4372",6.681067448371,6.032620000000003,111.60350000000001,195.7009774626515,68.29,470.51899999999995,470.00403993600037,5,1,6,1,6,0,11,30,43,0,0,4,4,0,0,2,0,0,2,0,0,0.10526315789473684,16.427300095593953,10.505600129211778,8.563402767824991,6.273825695885461,4.945662734364984,13.879757234055646,5.2284302235761295,3.2320509344724626,2.106960438068317,-2.6299999999999994,10.118501786510901,7.563874158174041,4.274619156922205,9.45198256753418,19.76413436430653,10.023291153407584,6.851892117295679,22.012554165739633,58.59094754649173,1.4118420783282006,20.787695822635122,0,18.172327119712325,5.749511833283905,22.673571755869474,44.18684983352431,0,4.9839785209472085,0,18.10973445184384,4.715119613734132,59.25891556267095,0,16.320587021833667,47.91456552005029,4.736862953800049,4.715119613734132,13.401775505276145,0,35.84481689889393,18.127256122989884,41.941132849313455,15.718145867870948,27.448931115135114,15.758217506824536,1.4118420783282006,0,10.023291153407584,6.362358859030383,19,3,0,0,0,3,0,1,1,3,0,30,23,2,0,11,10,0,6,8,5,0,0,0,0,5,1,1,3,3,17,0,0,0,2,2,0,0,0,0,2,1
"CHEMBL562778","Cc1csc(NS(=O)(=O)c2ccc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)c1-c1nc2ccccc2s1","IC50","'='",17000,"nM","CHEMBL4372",79.53802096176018,8.838619999999999,140.36049999999983,248.72098626288744,59.06,598.6150000000007,598.0278100720005,4,1,6,1,5,0,13,39,55,0,0,5,5,0,0,2,0,0,3,0,0,0.11538461538461539,20.65294522415777,12.914298548261755,10.556993948833515,7.645920747695805,5.730096504034373,17.788455653105622,7.222021404584647,4.604145986282805,2.9330608744043714,-3.419999999999999,13.772692041698123,9.64595708448046,5.5151807081049,4.715119613734132,13.401775505276145,22.37588818829453,6.851892117295679,37.251732817644296,76.71820366948162,1.4118420783282006,31.91459880602911,0,31.343572262736785,0,22.673571755869474,56.733507691259405,0,4.9839785209472085,0,24.099972627700403,4.715119613734132,88.51307466905484,0,21.697978171943753,47.91456552005029,0,4.715119613734132,13.401775505276145,26.34249028604892,22.673571755869474,24.16967483065318,71.19529195569734,9.675727160207655,42.68810976703979,10.008705673540632,1.4118420783282006,0,10.023291153407584,12.35259703488695,26,6,0,0,0,3,0,1,1,2,0,39,30,2,0,14,13,0,6,6,4,0,0,0,0,8,0,1,4,3,23,0,0,0,2,3,0,0,0,0,2,1
"CHEMBL563947","O=S(=O)(Nc1sccc1-c1nc2ccccc2s1)c1ccc(Cl)cc1F","IC50","'='",18000,"nM","CHEMBL4372",-21.849711902564987,5.618100000000002,105.15150000000001,175.61483192487722,59.06,424.931,423.95769646000025,4,1,4,1,5,0,9,26,36,0,0,4,4,0,0,2,0,0,2,0,0,0,15.397016278139319,10.036334075252531,8.317404756766697,6.169572914738808,4.7686314867330575,11.532526707087168,4.604467739508609,2.9637263144561183,1.8969862052584252,-1.9999999999999993,9.273922571219869,6.622248661511005,3.207272727272727,4.715119613734132,13.401775505276145,10.023291153407584,5.817220841045895,12.33682700553198,58.590947546491726,6.434475392069527,20.787695822635122,0,9.391497024362685,0,34.27451164610199,26.556881115863934,0,4.9839785209472085,0,4.895483475517775,4.715119613734132,64.53531822576117,0,10.571075188549761,59.515505410282806,0,4.715119613734132,17.792190552950963,0,22.673571755869474,23.685777305559107,41.610626655647366,10.586084805438322,22.55344763961734,20.721409990104302,1.4118420783282006,0,10.023291153407584,0,17,1,1,0,0,3,0,1,1,2,0,26,16,2,0,11,10,0,4,6,4,0,0,0,0,4,0,1,1,3,17,0,0,0,2,2,0,0,0,0,2,1
"CHEMBL559850","COc1ccc(S(=O)(=O)Nc2sccc2-c2nc3ccccc3s2)cc1OC","IC50","'='",19000,"nM","CHEMBL4372",24.401114894093045,4.842800000000003,113.28750000000001,192.53282798388312,77.52000000000001,432.5479999999999,432.0272199920004,6,1,8,1,7,0,9,28,44,0,0,4,4,0,0,2,0,0,2,0,0,0.10526315789473684,15.701654967030137,10.096901710161804,8.173848246444036,6.125795886388542,4.68812259835263,14.971058815005668,4.838875702195175,3.186083197591509,2.002513410979912,-2.619999999999999,7.65921788982488,7.419947119936236,3.435868152343491,14.18884552133423,27.477680423041324,10.023291153407584,0,20.561378342553297,58.59094754649173,1.4118420783282006,20.787695822635122,0,5.001081976687867,11.49902366656781,22.673571755869474,39.864743312810546,0,4.9839785209472085,0,4.895483475517775,18.79102453149931,53.695464070973955,0,22.07009885511757,47.91456552005029,9.473725907600098,4.715119613734132,13.401775505276145,0,22.673571755869474,12.08483741532659,35.56820794798407,11.60587019936029,49.74938736992165,10.008705673540632,12.910865744896011,0,10.023291153407584,0,19,0,0,0,0,3,0,1,1,4,0,28,24,2,0,11,10,0,8,10,6,0,0,0,0,2,2,1,3,3,17,0,0,0,2,2,0,0,0,0,2,1
"CHEMBL551357","O=S(=O)(Nc1sccc1-c1nc2ccccc2s1)c1ccc2c(c1)CCO2","IC50","'='",22000,"nM","CHEMBL4372",15.512884701415832,4.760500000000002,109.38250000000002,183.60351060051144,68.29,414.53299999999996,414.01665530800034,5,1,4,1,6,0,8,27,41,0,0,5,4,0,1,2,0,1,2,0,0,0.10526315789473684,15.293406676566272,10.18865341969794,8.344724101212105,6.28309818341389,4.862049040609909,14.062810524541806,5.009751556963243,3.3433854946168613,2.1670754835958768,-2.4199999999999995,7.538035282300101,6.330196975973882,2.9921829468216408,9.45198256753418,19.960760748192435,16.396216054736964,0,23.383312721909853,58.590947546491726,1.4118420783282006,20.787695822635122,0,5.001081976687867,5.749511833283905,22.673571755869474,32.386363246670044,0,4.9839785209472085,0,11.268408376847155,11.274104856650421,59.25891556267095,0,16.320587021833667,47.91456552005029,4.736862953800049,4.715119613734132,13.401775505276145,0,22.673571755869474,12.08483741532659,47.17407814734436,14.677893505366814,36.74943347039186,15.758217506824536,1.4118420783282006,0,10.023291153407584,0,19,0,0,0,0,3,0,1,1,2,1,27,18,2,0,15,10,0,4,8,5,0,0,0,0,2,0,1,1,4,17,2,0,0,3,2,0,0,0,0,4,2
"CHEMBL563556","Cc1ccc(-c2ccc(S(=O)(=O)Nc3sccc3-c3nc4ccccc4s3)cc2)cc1","IC50","'='",28000,"nM","CHEMBL4372",28.298028813092344,6.801020000000005,130.35649999999995,213.8078306168724,59.06,462.6209999999999,462.0530408160005,4,1,6,1,5,0,7,31,49,0,0,5,5,0,0,2,0,0,3,0,0,0.041666666666666664,17.38515838610241,11.280405129234076,9.061475810748242,6.675880929258011,5.004831786454032,17.154562234077943,5.72650326649938,3.7361682404609793,2.360889265747979,-2.9999999999999987,8.1648,7.921875,3.9940828402366866,4.715119613734132,13.401775505276145,10.023291153407584,6.851892117295679,28.86634694659073,88.80304108480823,1.4118420783282006,31.91459880602911,0,5.001081976687867,0,22.673571755869474,33.13253451755087,0,4.9839785209472085,0,11.747375592813455,4.715119613734132,89.47100910098746,0,21.697978171943753,47.91456552005029,0,4.715119613734132,13.401775505276145,0,22.673571755869474,53.90280115300335,53.547003048673744,9.675727160207655,34.30272389598622,10.008705673540632,1.4118420783282006,0,10.023291153407584,0,24,0,0,0,0,3,0,1,1,2,0,31,24,2,0,14,13,0,6,6,4,0,0,0,0,2,0,1,2,3,23,0,0,0,2,3,0,0,0,0,2,1
"CHEMBL198289","O=C(O)CN1C(=O)/C(=C/c2ncc(-c3ccc(F)cc3)s2)SC1=S","IC50","'='",22400,"nM","CHEMBL4372",-24.52691806308389,3.235000000000001,95.02280000000002,162.09866913520597,70.5,380.44699999999983,379.97593336800037,5,1,4,1,7,1,9,24,33,0,0,3,2,1,1,1,1,1,1,0,0,0.06666666666666667,13.671371149575501,7.9812508394292765,6.654103432796319,4.628925370034958,3.436976584033911,10.348257677573823,4.010845192000965,2.472116213566853,1.5399111550876559,-2.0999999999999983,8.837814691290735,6.795189694665892,3.526013759852383,0,37.686575230083164,9.589074368143644,5.817220841045895,15.973692146214525,35.247706555357986,0,17.923870088666497,0,4.39041504767482,0,35.316544270372546,30.054366056287435,1.4311996572326342,9.883888251797686,0,0,6.496859684315945,46.07255109325665,0,10.440598685398296,57.56563511927044,5.1088081911072125,14.48898409899412,9.374393568622029,0,11.336785877934737,36.064595807764405,23.70036065305915,6.172895210814761,20.748352156953104,21.642238307773578,0,0,7.33837938658414,5.969305287951849,15,1,0,0,0,3,0,0,2,3,0,24,15,4,0,11,5,0,4,8,5,0,0,0,0,4,1,2,1,3,13,0,0,0,2,1,0,0,0,0,0,0
"CHEMBL3099021","Cc1cc(N)c2cc(NC(=O)c3cccc(C(=O)c4ccccc4)c3)ccc2n1","IC50","'='",73000,"nM","CHEMBL4372",100.68385658228182,4.608720000000003,115.1621,194.62313686810828,85.08,381.4349999999998,381.14772684800056,5,3,6,2,4,1,5,29,48,0,0,4,4,0,0,1,0,0,3,0,0,0.041666666666666664,14.158137367427601,7.776282279213758,5.37731069839031,3.4830603541815672,2.225458748070144,17.117923065713633,5.37731069839031,3.4830603541815672,2.225458748070144,-3.989999999999999,6.52405343520397,7.558678244480491,3.843695322900919,11.029530329014648,16.674403196663654,0,6.851892117295679,53.905493736806655,78.55144319962284,4.235526234984602,10.902924932081056,0,11.374772549367124,0,0,35.75673750185177,0,4.9839785209472085,0,6.851892117295679,11.029530329014648,100.93572566956232,0,0,33.96812215716462,11.029530329014648,14.573052889090853,0,0,0,42.29693095364306,43.10640436327545,43.25755490228204,23.336561947829118,0,10.01877118134954,0,5.907179729351506,0,24,0,0,0,0,0,0,2,1,2,0,29,26,2,0,12,11,0,6,7,5,0,0,0,0,2,0,4,1,1,21,0,0,0,0,4,0,0,0,0,2,1
"CHEMBL438832","O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)/C(=N\c2nc3ccccc3s2)C1","IC50","'='",9200,"nM","CHEMBL4372",31.302113324780468,2.9239000000000015,105.13840000000002,179.6221034554186,132.51999999999998,416.43999999999994,416.0249114840004,9,2,5,2,9,0,11,28,40,0,0,4,3,0,1,1,0,1,2,0,0,0.058823529411764705,14.779585577102326,9.2606131818011,7.208320948630595,4.680504468196069,3.073884887652855,12.852364891337237,4.914303560336967,3.1116965679126367,1.9747948297121674,-3.1499999999999986,8.901157965331096,6.782021147826467,3.4973792748032566,5.008912523954532,40.58222444282005,14.912664043105377,0,20.080510463031576,63.32864539519952,0,13.07901994855063,0,10.818944754522896,0,11.336785877934737,36.583758591167054,2.8623993144652684,4.9839785209472085,10.093812258375392,11.268408376847155,5.008912523954532,48.33934966130636,0,0,60.007088202056366,5.1088081911072125,4.55503066995687,19.77983296160923,13.519204510068661,0,23.421623293261327,36.25451224597977,2.7415171123404405,38.138483734977854,5.835619785757269,5.711685002770702,6.562758137071967,11.549326516266188,5.969305287951849,17,0,0,0,0,2,0,1,3,5,0,28,18,4,0,12,9,0,5,14,9,0,0,0,0,3,3,1,1,3,16,1,0,0,2,2,0,0,0,0,2,1
"CHEMBL212852","CCc1nnc(NS(=O)(=O)c2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2)s1","IC50","'='",3900,"nM","CHEMBL4372",-112.11728800954191,4.198700000000002,110.63090000000001,193.21737934508872,113.08000000000001,437.93399999999986,437.0383090520005,8,3,7,3,6,2,11,28,44,0,0,3,3,0,0,1,0,0,2,0,0,0.11764705882352941,15.54419601070224,9.421158303588175,7.302533693360214,4.732993829907862,3.1121272654508862,14.628274707350457,4.427643216426728,2.5625448423226134,1.4934851409169534,-2.6899999999999986,7.974173769713452,8.54797844281679,5.183648182155584,15.334746320310884,24.646275113269084,16.396216054736964,0,29.6793770443613,53.23483313682413,9.258159548725928,0,0,21.300868213278278,0,22.937725768167255,35.26772163359822,0,10.197363616602075,0,18.120300494142832,15.334746320310884,58.36960667190045,0,0,55.49846246311937,10.619626706576751,4.715119613734132,13.212334168400758,0,10.197363616602075,29.78961788546293,54.712274562635734,23.251198643959547,15.861551924879533,5.007623696852765,4.235526234984602,5.131558479839333,10.023291153407584,6.031114512338072,17,0,1,0,0,2,0,3,2,3,0,28,26,3,0,9,8,0,7,11,8,0,0,0,0,4,0,4,3,3,14,0,0,0,1,2,0,0,0,0,0,0
"CHEMBL399925","CCCCCCCC/C=C\CCCCCCCC(=O)NCCc1cc(O)c(O)cc1O","IC50","'='",70000,"nM","CHEMBL4372",1.0898837326443758,6.499600000000009,127.60210000000006,248.86652682932066,89.79,433.6329999999994,433.3192088560011,5,4,22,4,4,1,5,31,74,0,0,1,1,0,0,0,0,0,1,0,0,0.6538461538461539,15.08020675735541,7.513710176427685,4.266131797854257,2.281665301339273,1.1909998682611225,28.685668643319232,4.266131797854257,2.281665301339273,1.1909998682611225,-2.1700000000000004,4.327721670977863,17.504534100489753,13.688585752843325,5.309813353288376,32.02406295868699,11.167462085401201,0,155.09587591824243,24.18898090739772,1.4118420783282006,0,0,0,17.248535499851716,0,74.99238752636029,4.293598971697903,5.309813353288376,0,102.44576563723639,6.496859684315945,29.75243239909472,0,17.248535499851716,5.907179729351506,20.63623792661001,4.794537184071822,0,0,0,69.93943482000184,49.843419607336564,66.88875275926638,5.483034224680881,5.749511833283905,12.910865744896011,5.907179729351506,4.293598971697903,0,26,0,0,0,0,0,0,1,0,4,0,31,66,2,0,3,3,0,22,9,5,0,0,0,0,1,3,4,17,0,6,0,0,0,0,1,0,0,0,0,0,0
"CHEMBL552451","O=S(=O)(Nc1sccc1-c1nc2ccccc2s1)c1ccc2cc(Cl)ccc2c1","IC50","'='",11000,"nM","CHEMBL4372",13.474299765201854,6.632200000000003,122.6995,198.3458725541896,59.06,457.00100000000003,455.98276833600033,4,1,4,1,5,0,8,29,42,0,0,5,5,0,0,2,0,0,3,0,0,0,17.01905180513009,11.097351838747917,9.128422520262081,6.709354284014933,5.168983356983697,14.093544470582556,5.415485503003994,3.580659358713288,2.332273122591203,-2.449999999999999,9.138396883374348,7.106479813927945,3.5086626809645165,4.715119613734132,13.401775505276145,10.023291153407584,0,16.44910267404264,76.71820366948162,6.434475392069527,31.560144251564715,0,5.001081976687867,0,34.27451164610199,26.278741736699775,0,4.9839785209472085,0,4.895483475517775,4.715119613734132,76.84535350770517,0,10.571075188549761,70.28795383921239,0,4.715119613734132,13.401775505276145,0,22.673571755869474,35.770614720885696,58.42549379224025,10.586084805438322,31.561206783645773,10.008705673540632,1.4118420783282006,0,10.023291153407584,0,21,0,1,0,0,3,0,1,1,2,0,29,18,2,0,13,13,0,4,6,4,0,0,0,0,3,0,1,1,3,21,0,0,0,2,3,0,0,0,0,4,2
